Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
27,0,1,Sales,3,3,Life Sciences,991,1,1,Manager,0,66940.0,1,0.13,1,6,2,6,1,4,3.0,4.0,2.0,2,3
29,1,1,Sales,4,3,Marketing,992,1,5,Research Scientist,0,36910.0,1,0.13,0,2,3,2,2,2,2.0,2.0,3.0,3,3
29,0,2,Research & Development,8,4,Life Sciences,993,0,1,Sales Executive,0,23770.0,8,0.21,1,10,2,3,0,2,4.0,3.0,4.0,3,4
30,0,1,Sales,7,3,Life Sciences,994,1,3,Sales Executive,2,23130.0,2,0.11,0,12,5,7,1,7,3.0,1.0,3.0,3,3
34,0,1,Research & Development,1,2,Medical,995,0,2,Healthcare Representative,1,176650.0,0,0.11,0,6,5,5,1,2,4.0,4.0,3.0,2,3
33,0,0,Research & Development,2,4,Medical,996,1,1,Sales Representative,0,25960.0,8,0.14,1,13,4,11,1,7,4.0,2.0,2.0,3,3
49,0,1,Sales,3,4,Marketing,997,1,1,Sales Executive,0,47280.0,3,0.11,1,8,4,5,0,4,4.0,4.0,4.0,3,3
33,1,1,Research & Development,10,3,Life Sciences,998,1,1,Sales Executive,0,43020.0,2,0.13,0,11,3,0,0,0,1.0,1.0,2.0,1,3
38,0,2,Research & Development,28,3,Medical,999,1,1,Healthcare Representative,1,29790.0,4,0.12,1,9,3,6,0,5,3.0,2.0,2.0,3,3
31,1,1,Human Resources,9,4,Human Resources,1000,1,2,Laboratory Technician,1,168850.0,2,0.14,2,10,2,1,0,0,1.0,3.0,3.0,3,3
29,0,1,Research & Development,3,4,Other,1001,0,2,Sales Representative,2,55930.0,1,0.13,1,1,3,1,0,0,4.0,1.0,3.0,3,3
30,0,1,Research & Development,2,1,Medical,1002,1,1,Sales Representative,1,104450.0,3,0.18,1,10,3,7,1,7,3.0,3.0,3.0,3,3
32,0,0,Research & Development,10,4,Life Sciences,1003,0,1,Laboratory Technician,0,87400.0,2,0.11,1,12,2,7,0,7,2.0,2.0,3.0,3,3
38,0,1,Research & Development,8,2,Technical Degree,1004,0,1,Manufacturing Director,1,25140.0,3,0.11,0,15,2,1,1,0,2.0,4.0,3.0,2,3
43,1,2,Research & Development,1,4,Other,1005,1,3,Sales Executive,1,76550.0,9,0.12,1,6,3,1,0,0,3.0,3.0,3.0,3,3
42,0,1,Human Resources,1,3,Other,1006,0,1,Healthcare Representative,2,174650.0,8,0.13,1,7,3,5,0,4,2.0,2.0,2.0,3,3
55,0,1,Research & Development,3,2,Life Sciences,1007,0,1,Sales Executive,1,73510.0,8,0.2,1,34,3,1,0,0,3.0,1.0,3.0,3,4
33,0,0,Research & Development,14,3,Other,1008,1,1,Research Scientist,2,108200.0,5,0.12,0,11,2,9,1,7,4.0,2.0,2.0,3,3
41,0,1,Research & Development,5,3,Medical,1009,1,1,Sales Representative,2,121690.0,1,0.19,0,5,2,5,0,4,3.0,1.0,3.0,3,3
34,0,0,Research & Development,7,4,Medical,1010,0,1,Research Scientist,2,196260.0,1,0.21,0,15,5,15,0,7,4.0,3.0,3.0,2,4
53,0,0,Research & Development,10,4,Medical,1011,1,2,Healthcare Representative,1,20700.0,4,0.13,2,27,2,3,0,2,1.0,3.0,2.0,4,3
43,0,1,Sales,16,2,Marketing,1012,0,1,Laboratory Technician,0,67820.0,0,0.16,1,10,2,9,1,8,2.0,4.0,3.0,3,3
34,0,1,Sales,10,2,Life Sciences,1013,0,5,Sales Executive,0,77790.0,5,0.12,1,6,2,2,2,2,4.0,4.0,3.0,3,3
21,1,1,Sales,1,2,Marketing,1014,1,5,Healthcare Representative,0,27910.0,1,0.14,0,1,3,1,1,0,2.0,2.0,3.0,4,3
38,0,1,Research & Development,8,2,Life Sciences,1015,0,2,Sales Executive,1,32010.0,1,0.11,1,5,3,5,0,4,4.0,3.0,3.0,2,3
22,1,1,Research & Development,1,3,Other,1016,1,4,Research Scientist,1,49680.0,1,0.14,0,1,3,1,0,0,3.0,1.0,3.0,3,3
31,0,1,Research & Development,8,5,Life Sciences,1017,1,5,Sales Executive,1,131200.0,1,0.12,2,13,6,12,5,7,1.0,4.0,3.0,2,3
51,0,1,Research & Development,1,4,Life Sciences,1018,0,1,Manager,1,40330.0,2,0.14,0,15,2,2,2,2,1.0,3.0,3.0,3,3
37,0,1,Research & Development,24,1,Life Sciences,1019,1,2,Sales Executive,1,32910.0,1,0.16,3,5,2,5,0,3,2.0,2.0,3.0,2,3
46,0,1,Sales,3,4,Marketing,1020,0,1,Sales Representative,2,42720.0,7,0.13,0,24,3,2,2,2,3.0,4.0,3.0,4,3
36,0,1,Research & Development,27,3,Technical Degree,1021,0,4,Research Scientist,1,50560.0,7,0.12,0,15,2,12,5,7,4.0,1.0,3.0,2,3
44,1,2,Sales,10,4,Life Sciences,1022,1,1,Research Scientist,2,28440.0,1,0.12,0,6,2,5,2,3,3.0,2.0,2.0,4,3
37,0,1,Research & Development,19,2,Technical Degree,1023,1,2,Sales Executive,2,27030.0,2,0.14,0,19,2,10,4,7,3.0,2.0,2.0,3,3
35,1,1,Research & Development,15,4,Life Sciences,1024,1,2,Research Scientist,0,19040.0,1,0.22,1,10,4,10,7,7,3.0,4.0,3.0,3,4
33,0,1,Research & Development,8,5,Medical,1025,1,2,Laboratory Technician,1,82240.0,6,0.19,0,14,3,10,7,6,4.0,1.0,3.0,3,3
28,0,1,Sales,9,3,Medical,1026,0,2,Sales Executive,1,47660.0,1,0.12,0,5,3,5,0,3,3.0,4.0,4.0,3,3
39,0,1,Sales,3,4,Marketing,1027,0,2,Laboratory Technician,0,26100.0,7,0.12,0,9,2,4,2,2,3.0,3.0,3.0,2,3
46,0,0,Research & Development,9,2,Life Sciences,1028,1,2,Manufacturing Director,0,57310.0,8,0.17,0,6,2,2,2,2,2.0,2.0,3.0,3,3
40,0,1,Research & Development,2,2,Medical,1029,1,1,Research Director,1,25390.0,4,0.12,1,7,3,4,0,2,3.0,1.0,2.0,3,3
42,0,1,Research & Development,7,4,Other,1030,0,2,Laboratory Technician,1,57140.0,5,0.11,0,10,2,0,0,0,2.0,1.0,2.0,3,3
35,0,0,Sales,10,1,Life Sciences,1031,0,2,Research Director,2,43230.0,2,0.18,3,15,3,7,1,7,2.0,4.0,3.0,3,3
38,0,0,Sales,6,4,Marketing,1032,1,3,Sales Executive,2,73360.0,5,0.11,0,13,3,11,3,8,1.0,2.0,3.0,3,3
34,1,2,Research & Development,2,1,Life Sciences,1033,1,1,Manufacturing Director,1,134990.0,4,0.23,2,11,2,7,0,7,4.0,1.0,2.0,4,4
37,1,1,Research & Development,24,3,Life Sciences,1034,1,1,Laboratory Technician,0,137580.0,1,0.11,1,10,5,10,0,8,4.0,1.0,1.0,3,3
39,0,2,Research & Development,2,1,Medical,1035,1,2,Healthcare Representative,2,51550.0,2,0.18,1,7,3,2,2,2,3.0,4.0,3.0,2,3
43,0,0,Human Resources,8,5,Medical,1036,0,3,Sales Executive,0,22580.0,4,0.18,0,7,2,3,1,2,1.0,3.0,2.0,3,3
41,0,1,Research & Development,3,3,Life Sciences,1037,1,3,Research Scientist,0,35970.0,3,0.13,1,11,2,3,1,2,2.0,2.0,1.0,1,3
41,0,1,Research & Development,1,1,Technical Degree,1038,1,3,Laboratory Technician,2,25150.0,0,0.18,0,23,2,22,13,5,3.0,3.0,4.0,2,3
30,0,1,Sales,26,3,Marketing,1039,0,2,Manager,0,44200.0,9,0.11,0,9,3,7,0,2,1.0,3.0,3.0,3,3
26,1,1,Human Resources,2,1,Technical Degree,1040,0,3,Sales Executive,1,65780.0,0,0.15,2,6,3,5,1,4,4.0,2.0,3.0,2,3
46,1,1,Research & Development,10,3,Medical,1041,1,1,Sales Executive,1,44220.0,4,0.11,1,13,2,9,3,7,4.0,2.0,4.0,3,3
40,0,1,Sales,27,2,Medical,1042,0,3,Sales Executive,2,102740.0,4,0.18,0,12,3,5,0,3,3.0,4.0,3.0,3,3
34,0,1,Research & Development,2,3,Life Sciences,1043,1,2,Laboratory Technician,1,53430.0,1,0.14,0,10,5,10,4,8,2.0,3.0,3.0,2,3
58,0,0,Research & Development,2,4,Medical,1044,1,1,Laboratory Technician,2,23760.0,4,0.12,1,37,3,16,14,14,2.0,2.0,2.0,3,3
35,0,1,Research & Development,8,1,Technical Degree,1045,0,3,Manufacturing Director,1,53460.0,0,0.14,0,6,3,5,0,3,2.0,3.0,4.0,2,3
47,0,1,Research & Development,19,5,Medical,1046,0,2,Research Scientist,2,28270.0,8,0.14,1,28,3,22,14,10,3.0,2.0,3.0,3,3
40,0,1,Research & Development,1,4,Life Sciences,1047,1,2,Manager,2,199430.0,2,0.13,1,15,3,7,7,7,2.0,1.0,3.0,3,3
54,0,1,Sales,27,4,Medical,1048,1,1,Research Scientist,1,31310.0,4,0.14,0,14,3,7,1,7,4.0,4.0,2.0,2,3
31,0,2,Sales,8,4,Other,1049,0,3,Manufacturing Director,1,25520.0,2,0.18,0,9,2,3,2,2,1.0,1.0,3.0,3,3
28,0,1,Sales,1,2,Life Sciences,1050,1,3,Manager,1,44770.0,1,0.15,0,3,6,3,1,2,3.0,1.0,3.0,3,3
38,0,1,Research & Development,19,3,Medical,1051,0,2,Manufacturing Director,1,64740.0,2,0.13,2,20,3,4,0,3,2.0,4.0,2.0,1,3
26,0,1,Sales,8,3,Marketing,1052,0,1,Healthcare Representative,0,30330.0,1,0.12,0,5,2,5,1,2,3.0,4.0,3.0,2,3
58,0,2,Research & Development,10,4,Technical Degree,1053,0,1,Sales Representative,1,29360.0,2,0.13,1,23,3,2,2,2,1.0,3.0,3.0,3,3
18,0,0,Research & Development,2,3,Life Sciences,1054,1,3,Sales Representative,0,186060.0,1,0.24,2,0,4,0,0,0,2.0,3.0,1.0,3,4
31,1,1,Research & Development,2,3,Life Sciences,1055,1,3,Laboratory Technician,1,21680.0,0,0.14,1,2,2,1,0,0,4.0,1.0,3.0,3,3
29,1,1,Research & Development,8,2,Medical,1056,1,1,Manager,2,28530.0,4,0.14,1,4,5,2,2,0,1.0,1.0,3.0,2,3
45,0,0,Sales,1,4,Technical Degree,1057,1,1,Research Scientist,1,170480.0,4,0.15,0,10,3,8,5,7,3.0,3.0,4.0,2,3
36,0,1,Sales,2,3,Technical Degree,1058,0,5,Laboratory Technician,1,22900.0,4,0.11,0,15,5,1,0,0,4.0,2.0,3.0,3,3
43,0,2,Sales,8,3,Medical,1059,1,1,Research Director,1,36000.0,1,0.23,0,7,2,7,7,7,1.0,4.0,3.0,3,4
27,0,2,Sales,8,4,Life Sciences,1060,1,5,Research Scientist,0,21070.0,0,0.13,0,6,2,5,0,2,4.0,4.0,2.0,3,3
29,0,2,Research & Development,6,2,Medical,1061,1,1,Human Resources,1,41150.0,1,0.11,0,11,1,11,3,10,4.0,4.0,4.0,3,3
32,0,2,Sales,9,4,Life Sciences,1062,1,4,Sales Executive,0,43270.0,8,0.13,0,4,4,0,0,0,4.0,4.0,4.0,3,3
42,0,0,Research & Development,11,3,Medical,1063,1,1,Manager,1,178560.0,3,0.18,0,10,2,6,3,3,3.0,3.0,2.0,3,3
47,0,1,Sales,2,2,Life Sciences,1064,0,5,Manager,0,31960.0,4,0.14,1,7,3,2,2,0,2.0,3.0,3.0,2,3
46,0,1,Human Resources,1,3,Life Sciences,1065,0,1,Laboratory Technician,2,190810.0,3,0.21,0,12,2,9,4,7,4.0,4.0,2.0,3,4
28,0,0,Research & Development,7,3,Life Sciences,1066,1,1,Sales Executive,2,89660.0,1,0.16,1,3,3,3,2,2,3.0,4.0,3.0,2,3
29,0,1,Research & Development,16,3,Medical,1067,0,1,Manufacturing Director,2,22100.0,8,0.11,1,11,4,7,1,6,4.0,3.0,3.0,3,3
42,0,1,Sales,2,4,Medical,1068,0,2,Research Director,0,45390.0,4,0.17,1,8,5,0,0,0,4.0,3.0,3.0,3,3
32,1,1,Research & Development,1,1,Medical,1069,1,2,Laboratory Technician,0,27410.0,7,0.11,0,7,3,2,2,2,3.0,2.0,2.0,3,3
46,0,1,Research & Development,23,1,Life Sciences,1070,1,2,Laboratory Technician,2,34910.0,2,0.14,0,25,0,19,2,8,1.0,1.0,3.0,3,3
27,0,1,Sales,2,3,Life Sciences,1071,0,5,Research Scientist,1,45410.0,1,0.14,2,9,4,9,5,8,2.0,3.0,3.0,4,3
29,0,1,Research & Development,1,2,Medical,1072,1,3,Sales Executive,1,26780.0,1,0.25,1,1,3,1,0,0,4.0,2.0,3.0,3,4
43,0,1,Research & Development,1,3,Life Sciences,1073,1,1,Manufacturing Director,1,73790.0,7,0.13,2,21,3,16,6,14,1.0,3.0,3.0,2,3
48,0,1,Research & Development,2,3,Life Sciences,1074,0,2,Manager,1,62720.0,4,0.14,0,29,3,22,12,9,4.0,2.0,3.0,2,3
29,1,2,Research & Development,13,2,Life Sciences,1075,0,1,Laboratory Technician,0,52200.0,1,0.17,0,1,3,1,1,0,4.0,4.0,2.0,2,3
46,1,1,Research & Development,4,4,Medical,1076,0,2,Sales Representative,1,27430.0,5,0.25,1,14,1,8,0,7,3.0,2.0,3.0,4,4
27,0,2,Research & Development,16,4,Medical,1077,1,3,Healthcare Representative,1,49980.0,0,0.2,2,8,3,7,7,3,4.0,1.0,2.0,3,4
39,0,1,Research & Development,2,3,Technical Degree,1078,1,3,Healthcare Representative,2,102520.0,8,0.13,1,7,3,2,2,2,3.0,4.0,3.0,3,3
55,0,1,Research & Development,2,3,Life Sciences,1079,0,1,Human Resources,1,27810.0,8,0.13,1,19,2,5,0,4,2.0,4.0,4.0,3,3
28,0,1,Research & Development,29,2,Life Sciences,1080,1,2,Laboratory Technician,1,68520.0,1,0.18,1,1,2,1,0,0,2.0,2.0,3.0,4,3
30,1,1,Sales,12,4,Life Sciences,1081,0,2,Sales Executive,0,49500.0,1,0.12,2,1,3,1,0,0,2.0,4.0,2.0,3,3
22,1,1,Research & Development,16,2,Life Sciences,1082,0,2,Laboratory Technician,0,35790.0,1,0.19,3,1,3,1,0,0,4.0,2.0,3.0,3,3
36,0,1,Research & Development,11,3,Life Sciences,1083,1,1,Sales Executive,1,131910.0,1,0.14,1,10,2,10,1,7,2.0,3.0,3.0,2,3
31,0,1,Research & Development,2,4,Life Sciences,1084,0,5,Manager,2,103770.0,1,0.14,0,10,2,10,0,2,2.0,3.0,3.0,3,3
34,0,1,Sales,14,2,Technical Degree,1085,0,1,Sales Executive,1,22350.0,2,0.14,1,9,2,5,1,0,3.0,4.0,3.0,3,3
29,0,1,Research & Development,5,5,Life Sciences,1086,0,1,Sales Executive,0,105020.0,3,0.12,0,11,4,3,1,2,4.0,1.0,3.0,2,3
37,0,1,Research & Development,7,2,Medical,1087,1,1,Manufacturing Director,1,20110.0,5,0.13,0,16,4,5,0,4,4.0,1.0,3.0,4,3
35,0,1,Sales,2,1,Technical Degree,1088,1,2,Laboratory Technician,1,18590.0,0,0.25,1,4,2,3,0,2,4.0,2.0,3.0,2,4
45,0,1,Research & Development,3,3,Medical,1089,0,2,Sales Executive,1,37600.0,0,0.14,1,10,2,9,3,8,2.0,4.0,2.0,2,3
36,0,2,Research & Development,5,3,Medical,1090,0,4,Manufacturing Director,0,177790.0,1,0.17,1,10,5,10,0,8,2.0,4.0,2.0,1,3
40,0,1,Research & Development,3,3,Other,1091,1,1,Sales Executive,2,68330.0,2,0.13,0,22,3,19,11,16,1.0,1.0,3.0,3,3
26,0,1,Research & Development,26,2,Life Sciences,1092,1,2,Human Resources,1,68120.0,1,0.13,0,1,2,1,1,0,2.0,3.0,2.0,2,3
27,0,1,Research & Development,4,3,Technical Degree,1093,1,2,Manufacturing Director,0,51710.0,0,0.2,1,9,1,8,0,7,1.0,3.0,3.0,2,4
48,0,2,Research & Development,2,3,Life Sciences,1094,1,2,Research Director,2,197400.0,3,0.14,0,24,2,22,4,7,4.0,4.0,3.0,4,3
44,0,1,Sales,1,2,Medical,1095,1,4,Manager,1,187110.0,2,0.12,1,10,0,2,2,2,2.0,1.0,3.0,3,3
34,1,0,Research & Development,27,2,Life Sciences,1096,0,1,Sales Representative,1,36920.0,1,0.12,1,5,5,5,3,0,4.0,1.0,3.0,3,3
56,1,1,Human Resources,1,2,Medical,1097,0,5,Sales Executive,0,25590.0,1,0.21,0,5,3,4,1,0,1.0,4.0,3.0,3,4
36,0,1,Research & Development,13,3,Technical Degree,1098,0,3,Healthcare Representative,1,25170.0,2,0.14,0,12,3,4,1,3,3.0,2.0,1.0,3,3
41,0,1,Research & Development,5,3,Life Sciences,1099,0,1,Sales Executive,1,66230.0,5,0.18,0,14,3,5,1,4,3.0,2.0,3.0,3,3
42,0,1,Research & Development,7,3,Technical Degree,1100,0,2,Sales Executive,1,182650.0,9,0.12,1,18,4,13,5,7,3.0,1.0,4.0,3,3
31,0,1,Sales,9,4,Life Sciences,1101,0,1,Sales Executive,2,161240.0,2,0.23,1,8,2,5,1,4,3.0,4.0,3.0,2,4
34,0,1,Research & Development,8,1,Life Sciences,1102,0,3,Laboratory Technician,1,25850.0,3,0.12,0,9,5,4,0,1,4.0,4.0,2.0,3,3
31,0,1,Sales,25,2,Life Sciences,1103,0,3,Manufacturing Director,2,182130.0,8,0.21,2,4,3,2,2,2,1.0,3.0,2.0,4,4
45,0,2,Research & Development,8,4,Life Sciences,1105,0,2,Manager,0,29940.0,4,0.18,1,12,2,4,0,3,2.0,3.0,3.0,3,3
33,0,1,Sales,1,3,Life Sciences,1106,0,5,Sales Executive,0,12230.0,1,0.13,1,10,3,10,0,9,2.0,3.0,2.0,3,3
28,0,2,Sales,8,3,Life Sciences,1107,1,4,Research Scientist,1,11180.0,1,0.11,0,7,3,7,0,7,3.0,4.0,3.0,3,3
29,1,2,Human Resources,2,4,Human Resources,1108,1,2,Sales Executive,0,28750.0,1,0.11,0,1,3,1,0,0,3.0,1.0,3.0,3,3
39,0,0,Research & Development,8,5,Medical,1109,0,2,Sales Representative,1,188240.0,6,0.19,1,10,4,3,1,2,1.0,3.0,3.0,3,3
27,0,1,Sales,3,2,Technical Degree,1110,1,2,Healthcare Representative,1,135770.0,1,0.12,1,6,2,5,1,2,2.0,2.0,2.0,3,3
34,0,2,Research & Development,9,4,Life Sciences,1111,0,2,Manufacturing Director,1,26250.0,1,0.12,3,16,4,15,6,11,3.0,4.0,3.0,3,3
28,1,1,Research & Development,25,3,Technical Degree,1112,1,1,Research Director,0,187890.0,3,0.16,1,6,4,2,2,2,4.0,3.0,3.0,3,3
47,0,0,Research & Development,1,4,Medical,1113,1,1,Research Scientist,1,45380.0,8,0.11,0,16,3,8,1,7,3.0,2.0,4.0,3,3
56,0,1,Research & Development,4,3,Technical Degree,1114,0,2,Sales Executive,1,198470.0,4,0.14,0,6,6,0,0,0,4.0,1.0,3.0,3,3
39,0,1,Research & Development,1,3,Other,1115,0,1,Laboratory Technician,1,105120.0,1,0.12,1,10,2,10,7,9,1.0,1.0,3.0,3,3
38,0,2,Research & Development,4,2,Medical,1116,0,1,Manager,2,44440.0,1,0.13,0,20,2,20,0,7,4.0,2.0,3.0,3,3
58,0,1,Sales,5,3,Marketing,1117,1,5,Sales Representative,1,21540.0,4,0.21,1,29,3,1,0,0,4.0,4.0,2.0,3,4
32,1,2,Research & Development,9,3,Life Sciences,1118,1,2,Laboratory Technician,0,191900.0,3,0.17,1,8,2,4,0,3,1.0,3.0,3.0,3,3
38,0,1,Research & Development,3,4,Life Sciences,1119,0,1,Sales Representative,2,44900.0,2,0.21,1,10,1,5,0,3,2.0,4.0,4.0,3,4
49,0,2,Sales,11,4,Life Sciences,1120,1,2,Research Scientist,1,35060.0,3,0.11,1,28,4,5,4,3,2.0,4.0,3.0,2,3
42,0,1,Sales,1,3,Life Sciences,1121,0,1,Sales Executive,2,23720.0,3,0.12,1,14,3,0,0,0,2.0,4.0,3.0,3,3
27,1,2,Sales,8,1,Life Sciences,1122,1,4,Laboratory Technician,1,102310.0,1,0.13,1,1,2,1,0,0,1.0,2.0,3.0,3,3
35,0,1,Research & Development,25,1,Medical,1123,1,1,Sales Executive,1,54100.0,0,0.18,0,6,4,5,0,4,2.0,1.0,1.0,3,3
28,0,0,Research & Development,21,1,Medical,1124,1,3,Research Scientist,0,79780.0,1,0.16,2,5,2,5,1,4,3.0,3.0,2.0,3,3
31,0,0,Sales,23,1,Medical,1125,1,1,Sales Executive,2,38670.0,1,0.11,1,4,4,4,2,3,3.0,1.0,4.0,4,3
36,0,0,Research & Development,1,3,Life Sciences,1126,1,2,Research Scientist,1,28380.0,1,0.19,2,5,5,5,0,2,1.0,2.0,3.0,1,3
34,0,1,Sales,2,3,Marketing,1127,1,4,Healthcare Representative,0,46950.0,1,0.16,1,14,2,14,2,1,1.0,4.0,2.0,3,3
34,0,1,Research & Development,19,3,Technical Degree,1128,0,1,Research Director,2,33390.0,1,0.16,0,9,2,8,1,1,4.0,3.0,2.0,2,3
26,0,1,Research & Development,2,2,Life Sciences,1129,1,2,Research Scientist,0,20800.0,0,0.13,0,8,6,7,7,6,3.0,1.0,2.0,4,3
29,0,1,Research & Development,2,4,Other,1130,1,2,Laboratory Technician,1,20960.0,0,0.22,0,6,2,5,0,2,1.0,1.0,2.0,4,4
32,0,0,Research & Development,3,1,Life Sciences,1131,1,3,Manager,2,62090.0,5,0.17,1,9,5,5,1,2,3.0,4.0,3.0,4,3
31,0,2,Research & Development,25,5,Technical Degree,1132,0,2,Human Resources,1,180610.0,1,0.14,1,10,2,10,8,7,4.0,1.0,3.0,3,3
28,1,1,Sales,7,5,Life Sciences,1133,0,2,Sales Representative,2,171230.0,5,0.15,1,6,2,4,0,3,3.0,4.0,2.0,2,3
38,0,1,Research & Development,9,2,Technical Degree,1134,1,3,Sales Representative,0,23720.0,4,0.12,0,20,3,1,0,0,1.0,1.0,2.0,2,3
35,0,1,Research & Development,5,3,Life Sciences,1135,1,2,Sales Representative,1,48830.0,1,0.18,1,10,1,10,0,9,3.0,4.0,3.0,1,3
27,0,1,Sales,2,3,Life Sciences,1136,0,1,Manager,0,39040.0,1,0.15,0,7,2,7,0,7,4.0,4.0,3.0,3,3
32,0,1,Research & Development,8,1,Medical,1137,0,2,Research Scientist,0,46270.0,8,0.17,1,8,2,1,0,0,4.0,4.0,3.0,2,3
31,1,2,Research & Development,2,1,Other,1138,1,3,Sales Executive,1,70940.0,1,0.14,1,10,2,10,0,8,1.0,4.0,3.0,3,3
53,1,1,Research & Development,18,3,Medical,1139,1,1,Research Scientist,0,34230.0,6,0.15,1,15,4,2,2,2,1.0,1.0,2.0,3,3
54,0,1,Research & Development,14,3,Other,1140,1,3,Research Scientist,1,66740.0,3,0.17,1,9,2,4,2,3,1.0,3.0,2.0,3,3
33,0,2,Research & Development,2,4,Medical,1141,0,4,Sales Executive,2,168800.0,1,0.14,3,9,2,9,2,8,4.0,3.0,3.0,3,3
43,0,1,Research & Development,3,3,Medical,1142,1,1,Research Scientist,1,90940.0,1,0.12,1,10,0,10,0,9,1.0,3.0,3.0,3,3
38,0,2,Research & Development,2,5,Medical,1143,0,4,Sales Executive,1,84460.0,0,0.14,0,7,3,6,1,2,4.0,2.0,3.0,2,3
55,0,1,Sales,9,3,Marketing,1144,1,2,Laboratory Technician,1,119160.0,4,0.15,1,35,3,10,1,4,3.0,2.0,3.0,2,3
31,0,1,Sales,6,3,Other,1145,1,1,Manufacturing Director,2,45340.0,1,0.13,0,1,2,1,0,0,4.0,4.0,3.0,3,3
39,0,1,Research & Development,4,3,Life Sciences,1146,1,2,Sales Executive,0,98520.0,0,0.12,1,21,5,20,11,10,2.0,1.0,3.0,2,3
42,0,0,Research & Development,10,4,Life Sciences,1147,0,2,Research Scientist,0,61510.0,1,0.13,1,20,3,20,3,7,4.0,3.0,3.0,3,3
31,0,0,Research & Development,14,2,Life Sciences,1148,1,2,Healthcare Representative,1,23020.0,4,0.14,0,13,3,11,4,8,3.0,3.0,4.0,3,3
54,0,1,Research & Development,1,3,Medical,1149,0,2,Human Resources,0,23620.0,6,0.13,1,9,2,5,1,4,3.0,1.0,3.0,4,3
24,0,1,Research & Development,5,4,Other,1150,1,1,Manufacturing Director,0,178610.0,1,0.11,2,4,5,4,1,2,2.0,3.0,2.0,1,3
23,0,1,Research & Development,7,3,Life Sciences,1151,1,2,Research Scientist,0,191870.0,1,0.11,1,5,2,5,1,4,4.0,4.0,4.0,3,3
40,0,2,Research & Development,21,3,Medical,1152,0,3,Research Scientist,1,197170.0,1,0.21,0,10,1,10,9,4,4.0,3.0,4.0,2,4
40,0,1,Research & Development,8,1,Medical,1153,0,5,Research Scientist,1,35440.0,3,0.18,3,15,3,11,5,10,2.0,2.0,3.0,2,3
25,0,1,Sales,20,5,Medical,1154,0,2,Laboratory Technician,1,85000.0,4,0.12,0,6,2,2,1,2,3.0,2.0,3.0,3,3
30,0,1,Human Resources,20,4,Life Sciences,1155,1,2,Research Scientist,1,46610.0,1,0.11,0,12,3,12,1,7,4.0,2.0,2.0,2,3
25,0,1,Research & Development,7,2,Medical,1156,1,5,Sales Executive,2,41030.0,6,0.15,1,7,2,2,0,2,4.0,3.0,2.0,3,3
47,0,1,Research & Development,1,4,Life Sciences,1157,1,2,Sales Executive,0,42490.0,2,0.13,1,25,2,17,12,11,1.0,3.0,3.0,2,3
33,0,0,Research & Development,1,3,Life Sciences,1158,1,2,Research Scientist,2,140260.0,1,0.12,0,1,4,1,0,0,2.0,3.0,2.0,3,3
38,0,1,Research & Development,19,3,Life Sciences,1159,0,2,Sales Executive,1,68930.0,0,0.17,0,16,3,15,5,8,4.0,2.0,3.0,3,3
31,0,1,Research & Development,10,4,Medical,1160,0,3,Sales Executive,1,61250.0,0,0.13,1,3,3,2,1,2,1.0,3.0,3.0,3,3
38,0,2,Research & Development,1,4,Other,1161,1,2,Research Scientist,1,36690.0,2,0.19,0,10,2,8,7,7,1.0,3.0,3.0,3,3
42,0,1,Research & Development,6,3,Medical,1162,1,2,Laboratory Technician,2,100080.0,6,0.19,1,9,3,4,1,2,4.0,1.0,2.0,1,3
41,0,1,Sales,2,2,Medical,1163,1,1,Healthcare Representative,1,23870.0,3,0.17,1,12,1,5,1,0,4.0,4.0,3.0,1,3
47,0,0,Research & Development,21,2,Medical,1164,1,1,Sales Executive,1,46390.0,0,0.11,1,14,2,13,5,12,3.0,2.0,1.0,2,3
35,0,1,Research & Development,4,3,Life Sciences,1165,1,2,Healthcare Representative,1,78980.0,7,0.15,0,5,2,2,2,2,4.0,3.0,3.0,2,3
22,0,1,Human Resources,12,1,Human Resources,1166,1,2,Sales Executive,0,25340.0,0,0.11,0,4,1,3,1,2,4.0,3.0,4.0,3,3
35,0,1,Research & Development,9,3,Medical,1167,0,2,Sales Executive,0,131420.0,1,0.25,2,10,4,10,0,8,2.0,3.0,3.0,3,4
33,0,1,Sales,3,4,Medical,1168,1,3,Healthcare Representative,1,16110.0,0,0.14,0,10,2,9,8,1,2.0,4.0,3.0,2,3
32,0,1,Research & Development,3,2,Technical Degree,1169,1,3,Manufacturing Director,0,53630.0,1,0.13,0,6,4,6,4,1,3.0,2.0,3.0,3,3
40,0,1,Research & Development,1,4,Medical,1170,1,2,Research Director,1,50710.0,8,0.17,1,8,3,1,0,0,1.0,4.0,2.0,2,3
32,0,1,Research & Development,1,2,Medical,1171,1,3,Sales Executive,1,136950.0,0,0.13,0,3,3,2,2,2,2.0,2.0,3.0,3,3
